id,trigger,conditions,script,text,options,notes,New Column,Column 09
mimikko_mirukomeet_18,DialogOptionSelected,$option == mimikko_mirukomeet_15,,"You and Miruku quickly left the room and escape outside, with that commotion earlier, some of the soldiers guarding the outside came back in. You and Miruku was able to easily sneak through the colorful flowers and left the encirclement. You even heard the officer in charge of the operation yelling ""Fuck, these rich people have such fucking big houses, and those idiot higher up only gave me these few men.""

You and Miruku didn't tally, and quickly returned to your shuttle. 
",10:mimikko_mirukomeet_16:Continue,,,
mimikko_mirukomeet_19,DialogOptionSelected,$option == mimikko_mirukomeet_16,,"The moment Miruko saw Miruku, she ran off the shuttle and hugged her tightly, then she came and gave you a hug to thank you for your help.

After returning to your shuttle, you picked a random destination, the first thing is leave this place. You ask Mirukuo what they plan to do.

Miruko's head is lowered, she stares at her finger quietly. Miruku replies: ""Since when we had memory, we have been living in a lab. Until a group of people captured all the researches whose been teaching us, and Miruko helped me escape that place...""Miruku now also lowers her head and gazed blankly infront of her, finally losing her lady-like posture.

Then, Miruko spoke up, without a hint of depression in her voice, ""Captain, we will follow the captain. We can help you with many things, like...like..."" She repeated ""like"" many times ""ah, like I can help you grind ladder in your games."" That doesnt seem helpful, but it seems you can't just leave them like this.",10:mimikko_mirukomeet_17:Identify yourself to the two of them,,,
mimikko_mirukomeet_20,DialogOptionSelected,$option == mimikko_mirukomeet_17,,"Hearing this, Miruko's eyes glow, ""I knew it, I knew you are a real captain, I'm a genius"" She shook Miruku and closed her eyes waiting for a praise, seems she has gotten over losing her home.

""Hm, thank you for your help, captain, Miruku will do everything to help the Captain."" Miruku gave you a bow, as elegent as ever.

You see Miruko's tail swing back and forth like a happy puppy, you can't help but patted Miruko's head.  

At first, she closed her eyes and enjoyed yourself, her ear and tail wiggled even faster. Then, Miruko suddenly realized something and leaned back, ""Captain, do you pat girls on the head often, why are you so good at it!""

Miruku smiles on the side, making Miruko grumpy, she yells at you to pat Miruku too. Miruku was okay with the suggestion, though she ask you to not mess up her bangs, then she closed her eyes to wait for the pat. ",10:mimikko_mirukomeet_18:Gently put your hand on Miruku's head,,,
mimikko_mirukomeet_21,DialogOptionSelected,$option == mimikko_mirukomeet_18,"$global.mirukomeet = true
$global.mirukumeet = true
mmAddOfficer miruko
mmAddOfficer miruku","The short moment of happiness quickly left your mind, you know the pursuer are still behind, now is the time. ",100:defaultLeave:Return to bridge,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
#尤里卡和诺诺纳,,,,,,,,
mimikko_yurikameet_1,PopulateOptions,"$menuState == main
!$global.yurikameet 
mmOfficertest 4 0 0
$market.isPlayerOwned","SetStoryOption mimikko_yurikameet_1 6 avoidCargoScan ui_char_spent_story_point ""That's bizarre""
mmSetoptioncolor mimikko_yurikameet_1 250 119 104","Your TriPad recieved an explosive news broadcast, you gave it a brief look when your first officer came to report the matter.
""A strange portal opened in the market, two strange looking children came from within, and one of them is yelling about meeting you""
",10:mimikko_yurikameet_1:That's Bizarre,,,
mimikko_yurikameet_2,DialogOptionSelected,$option == mimikko_yurikameet_1,,"""Yes captain, the one that wants to meet you is already in the meeting room. We have done some investigation, she doesn't seems to be from this world."" Your first officer give a helpless shrug ""Other than that, she doesn't tell us anything, just yelling at us saying she wants to see you.""

A person not from this world, interesting. You quickly dealt with some paperwork you have on hand and headed to the meeting room to see who the person might be. After your shuttle arrived outside the meeting building, you found guards have locked down the area and is dispersing waves of reporters.  The shuttle landed in an area cleared for you, you fixed your clothes and entered the building.

Arriving at the meeting room, you see many high ranked officers and eager looking people dressed in researcher's uniform. One such researcher noticed you and waved at you, hoping to get your attention, but you headed straight for the meeting room.

You gestured a few bodyguard to remain guard at the scene, after all, you don't know these people. If you are really meeting someone from another world, you don't want anyone to interrupt this important meeting. After you enter, your guard helped you close the door, then went out to keep the rowdy crowd outside back. You activated the forcefield within the room to block off the noise outside. ",10:mimikko_yurikameet_2:Continue,,,
mimikko_yurikameet_3,DialogOptionSelected,$option == mimikko_yurikameet_2,,"You approach the couch and found a strange looking child with a pair of strange horns on her head. However, the girl has fallen asleep and she has drooled all over the couch. The girl is using her cape as a blanket, and a strange tail is sticking out of the makeshift blanket. The tail is thin and dark red in color, with the tip shaped like a heart. Isn't this basically a devil from novel books?

Just as you are about to get closer to wake the girl, she suddenly became alert and lept from the couch with a skillful back flip, placing the couch between you and her. ""Hmph, you wish to sneak up on this Demon Lord?"" Her voice still sound a bit immature.","10:mimikko_yurikameet_3:No, I just never met, uh....what...?",,,
mimikko_yurikameet_4,DialogOptionSelected,$option == mimikko_yurikameet_3,,"""Hnn, let me explain briefly."" The girl closed her eyes and nodded ""I am here to challenge the strongest hero in this world. Before this, I have defeated many heroes in many world, and ruled those worlds,"" She drew her sword with a sound that echoed across the room ""you are my next target, let's duel, Hero!""
","10:mimikko_yurikameet_4:Helplessly wave your hand, indicate that you don't know how to duel.",,,
mimikko_yurikameet_5,DialogOptionSelected,$option == mimikko_yurikameet_4,,"""What?"" The girl hesitates, it seems this isn't the immediate battle she is expecting, ""but, the thread of fate has indicated that you are the strongest person in this world""
",10:mimikko_yurikameet_5:Introduce your work to her,,,
mimikko_yurikameet_6,DialogOptionSelected,$option == mimikko_yurikameet_5,,"""Victory in this world is determined by piloting skill, not swords and spears?"" The girl put away her sword, the sound of the sword echoed the room again, stoping only when the hilt hit the scabbard. Why is it so over the top.

The girl placed her hands on her hips and thought for a while with her eyes closed, then she points at you: ""In that case, you will teach me how to pilot a ship. I will defeat you in the area you are good at, it will be a stain on the Demon Lord's honor to just beat you right here. 

The plot progression is completely beyond your expection, two people from another world, a girl calling herself Demon Lord, wanting to beat this world's strongest, you, now asking you teach her how pilot ship, beat you in areas you are good at. Though it seems you have no choice but to accept her proposal. Afterall, she is clearly not from this world given the way she dress, meaning she has powered to travell across the world at well, not to mention she also calls herself a Demon Lord. 

You feel like you might need to brush up on some Iseikai novels about hero vs demon lord.",10:mimikko_yurikameet_6:Where is your companion?,,,
mimikko_yurikameet_7,DialogOptionSelected,$option == mimikko_yurikameet_6,,"""Oh, that, since I'm doing the quest about conquering the world, my best friend is more interesting in other things about different worlds, like magical items for alchemy"" Clearly, you don't understand what she's talking about, but you know she has a companion with her. Just as you are thinking about how to get more useful information from her, the Demon Lord before you suddenly did what seems to you like a very chunni action.

She opened one of her hand and extended that arm forward, her other hand covered one of her eyes, then she opened both her fingers and her eyes, and her dark red eyes seems to be releasing energy. Suddenly, a portal appeared before you, and what should've been a busy market lies on the other side of the portal. 

""Come, Hero, You will have to teach me how to pilot a ship in the days to come, I'll bring you to meet my friend first."" The girl dragged you across the portal, you feel a bit of discomfort from the sudden change of temperature between indoor and outdoor, but it is not a big deal.

Hopefully the camera in the meeting room can't record these stuff.",10:mimikko_yurikameet_7:Continue,,,
mimikko_yurikameet_20,DialogOptionSelected,$option == mimikko_yurikameet_7,,"You look at the empty market around you, the warning tape in the distance explained everything. Though the Demon King quickly dragged your attention back to yourself, lest she drag you off your feet. The child that is much shorter than you somehow give you a feeling of limitless strength, kind of like being dragged along by an Onslaught with its burn drive activated. 

The two of you entered a shop selling food condiments, the employees probably alreadly evicted by the lock down team. The only person inside the shop is a child with a giant magician's hat, she is selecting various spice and putting those she selected into a grey pouch on her person. From time to time, the girl will feel the spice in her hands, or sniff them before her nose, she only noticed the two of you when she turned her attention to the spices next to you. 

""Ah, excuse me, how much do these materials cost?"" She seems to mistaken you for a shop keeper, her glowing purple eyes makes her seem so well-behaved, in sharp contrast to the Demon Lord next to you. ""Nonona, this is the strongest hero in this world."" The Demon Lord next to you wave at Nonona. 
","10:mimikko_yurikameet_8:Hello, beautiful maiden, all of these material will be free today",,,
mimikko_yurikameet_8,DialogOptionSelected,$option == mimikko_yurikameet_8,,"You try to show magnanimity by introducing yourself to Nonona. Realizing you are not a shop keeper, Nonona patiently listened with her big round year that peeked through her hat. She also conjured a floating book and a feather pen that automatically recorded what you are saying. It seems the two of them are very interested in your world.

""Excuse us, Captain, Yurika did not do anything rude to you, did she?"" Nonona gave an elegent bow, wait, is that how they do it in the other world?
You glance over at Yurika, who is frantically waving her hands, and remembered the sharp noise as she drew her sword in the meeting room, you too waved your hand and told Nonona that Yurika had been respectful.  Nonona then introduced herself and Yurika to you.
",10:mimikko_yurikameet_9:Continue,,,
mimikko_yurikameet_9,DialogOptionSelected,$option == mimikko_yurikameet_9,,"From the two girl's introduction, you understood the following.

Nonona is a kid that loves alchemy, she would often carry out various experiment to create potion with magical but unpredictable results, though only she knows what those results are.

Yurika is a Demon Lord looking to challenge strong Heroes, though she had ruled many world, she never really destroyed anything, and instead ended wars or defeated monsters threatening those worlds.

The thing that two of them have in common is their curiosity towards this new world. ",10:mimikko_yurikameet_10:Interesting,,,
mimikko_yurikameet_10,DialogOptionSelected,$option == mimikko_yurikameet_10,"mmAddOfficer nonona
mmAddOfficer yurika","You didn't press the matter, not like you understand. Though you cannot ignore the portal summoned by Yurika, you decided to show the two of them around, arrange for accomodation and agreed to Yurika's request.

You gave your first officer your location, and asked for a secret pick up, the media are to be told this is a movie being filmed.

Soon, a small shuttle ferried you all off, Nonona and Yurika are crowded around the window to look at the street of a modern city. Given the girl's fantastical and simple outfit, they must have never seen anything like this. 

Soon, you have arrived at the hastily arranged residence for the two of them, Yurika have been yelling about wanting to see the ""Ship Duel"" you've been talking about, and the curious Nonona continued to make record of things she's seen on her floating notebook.","10:mimikko_yurikameet_11:If you have any need, let me know",,,
mimikko_yurikameet_11,DialogOptionSelected,$option == mimikko_yurikameet_11,,"Nonona first spoke up, asking for a large cauldron and checking out various mineral and plant of thiss world. This is an easy request, you send the request off to the dorm manager, who advised these will soon be delivered. Now there is only the matter about teaching Yurika how to pilot a ship.

""What! No, I hate learning!"" Yurika immediately refused your response, ""I can't bring myself to read anything."" It seems there is a bit of cultural difference, you took out your tripad and showed Yurika a simulation pod. You explained to Yurika that using a sim pod doesn't require reading, she can learn through practice, though she will at least need to read a basic manual and guideline. Hearing this, Yurika's expression softens, ""This...hmph, it's not like this Demon Lord can't learn either. Hero, hurry and take me there.""""",10:mimikko_yurikameet_12:Continue,,,
mimikko_yurikameet_12,DialogOptionSelected,$option == mimikko_yurikameet_12,,"After a few hours of learning, you look at the report card prepared by the system:

Ship take off and landing: C
Asteroid and Torpedo Avoidance: C
Ship Shield Use: C
Kinetic and High Explosive Weapon Use: C
Torpedo Use: C

Looking at this series of bottom grade ratings, your head hurts a little. Then again, Yurika probably can't beat you. At this time, Yurika huddles over and asks how did she do. ",10:mimikko_yurikameet_13:Strong potential!,,,
mimikko_yurikameet_13,DialogOptionSelected,$option == mimikko_yurikameet_13,,"""Yay!"" She happily jumped up and down, thankfully oblivious to the truth. You check the time, it is getting late, you decide to go check on Nonona.

Yurika is getting a hang of things and decided to try some sim battles, so she refused to head back with you. You can only leave her to play by herself. Leaving the room, you remind the managing staff to immediately report anything out of ordinary. ",10:mimikko_yurikameet_14:Check on Nonona,,,
mimikko_yurikameet_14,DialogOptionSelected,$option == mimikko_yurikameet_14,,"You arrived at Nonona's room, she's already piled up all kind of stuff in this room, minerals, plants, and a series of colorful glass bottles.
You gotta say, there is something funny about a self-proclaimed alchemist using a steel cauldron and electric stove.
Nonona, who is standing beside the cauldron, seems to have noticed your action, she shouted to stop you ""Captain! these medicine are dangerous, please do not touch them"" Though Nonona raised her voice for the cry of ""Captain"", the words to follow are more quiet and gentle. 

Nonona continued to stir the cauldron ""Do you know what this is for, captain?"" Nonona asked with a smile, but her hand did not stop. You shake your head. ""Nonona doesn't actually know either, what these new material in the new world can do will take a lot of testing to find out."" With that, Nonona poured some powdered mineral into the cauldron, and retrieved a bottle of blue potion from under her dress to add in as well. You notice Nonona carry a lot of colourful potion on her, especially the potions hanging of her legstraps over her white stockings. You also noticed Nonona have a barely noticable small tail. After completing her work, the floating notebook begin to automatically take record.

You aren't much help on the side, so you bid farewell and went back to rest, that's enough strange stuff for one day. 
",10:mimikko_yurikameet_15:Continue,,,
mimikko_yurikameet_15,DialogOptionSelected,$option == mimikko_yurikameet_15,,"You check the news of the colony, things have stablized and not many people are discussing about the two children from another world. You decide to stop thinking and have a good sleep. 
",10:mimikko_yurikameet_16:Continue,,,
mimikko_yurikameet_16,DialogOptionSelected,$option == mimikko_yurikameet_16,"$global.yurikameet = true
$global.nononameet = true
","You woke at the usual time, a minute or two before the alarm. Checking your message, there are no report from last night. Having briefly washed up, you decided to meet the girls again.

Arriving at the girls' residance, you see Nonona sleeping through the glass by the window. Beside Nonona is a massive and mysterious note book, completely different from floating notebook you've seen before. You don't want to interrupt Nonona's rest, so you went to check if Yurika is still at the simulation facility.

Afer leaving the room, you noticed a blue potion on Nonona's work station, with a card there ""A meeting gift for the Captain, putting this potion over armor can reduce overheating. "" It seems this potion is a gift for you, you examined the potion carefuly, and swing it around a bit, you notice the color changed from blue to sky blue, then deep blue, and finally back to blue again. 

Armor? Best give this to the scientists. 
",10:mimikko_yurikameet_17:Where is Yurika?,,,
mimikko_yurikameet_17,DialogOptionSelected,$option == mimikko_yurikameet_17,,"Seeing those watching over the simulation training room looking exhausted, you know what Yurika is up to.
Even though Yurika isn't very talented, she does have the drive, and that's much better than those snobby genius. 

At this moment, an emergency report was sent to your implant, regarding Nonona's mysterious potion.",10:mimikko_yurikameet_18:Ah?,,,
mimikko_yurikameet_18,DialogOptionSelected,$option == mimikko_yurikameet_18,,"You immediately headed to the research lab, a space is cleared in middle of the messy lab, seemingly an indication of the revolutionary nature of this research. An armor plating is placed on one end of the open field, and a small high-powered laser on another.

The scientist, hearing your word, gave instructions to the others and prepared you for a live demonstration.

After everyone has donned safety gear and entered a safe location as directed by the researcher, the switch is turned on. The glow of a high energy laser filled the room, even with protective equipment, it is hard to open your eyes. The firing continued for 10 seconds before finally stopping. ",10:mimikko_yurikameet_19:Continue,,,
mimikko_yurikameet_19,DialogOptionSelected,$option == mimikko_yurikameet_19,,"The head researcher excitedly showed the armor plate to you, ""Captain, this is a standard armor plate, normally the laser takes less than 3 second to burn through the plate. Yet this one is almost undamaged, and the only change is that potion.""

You touched this warm armor plate with lingering excitement, and begin to imagine how the arrival of these two child could affect the Persean Secotr.

""With enough of these, we can cover an entire warship and completely nullify enemy beam."" The more excited the researchers, the more solemn you feelings. 
",100:defaultLeave:These two kids...really are from another mysterious world,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
#奈姆利,,,,,,,,
mimikko_nemurimeet1_1,OpenInteractionDialog,"$id == mimikko_nemuri_station score:1001
!$global.nemurimeet_0
!$global.nemurimeet_1
!$global.nemurimeet_2","SetStoryOption mimikko_nemurimeet1_1 4 avoidCargoScan ui_char_spent_story_point ""Send a salvage team to retrieve the cryopod""","Your fleet approach the weak signal source.

The Signal is located at out side the damaged area of this large abandoned object.

Even though a cryopod have enough battery to maintain life for awhile, no one knows how long this cryopod has been adrift. ","10:mimikko_nemurimeet1_1:Send a salvage team to retrieve the cryopod
100:defaultLeave:Leave",,,
mimikko_nemurimeet1_2,DialogOptionSelected,$option == mimikko_nemurimeet1_1,$global.nemurimeet_0 = true,"Your salvage team quickly returned with the cryopod, its life support systems are at the brink of collapse, fortunately, it is still working.

""Captain, there is a kid inside."" The salvage team's report is quickly handed to you by oyour first officer, ""Most basic function of this crypod have begin to fail, forcing it open could kill the occupant."" You can see from the image feed that there is a naked kid curled up in the cryopod, the pink horns over hear platinum colored hair makes her seem even more mysterious. On the Cryopod is written the girl's name ""Nemuri"". The first officer notices your grimace and adds ""The technical staff have reported that they need a more stable facility to carry out the thawing procedure, captain, what do we do.""

It seems you will need a colony of your own. ",100:defaultLeave:Leave,,,
mimikko_nemurimeet1_3,OpenInteractionDialog,"$id == mimikko_nemuri_station score:1000
",,There is only a cold ruin left. ,100:defaultLeave:Leave,,,
,,,,,,,,
,,,,,,,,
mimikko_nemurimeet2_1,mimikkoImhome1,"$global.nemurimeet_0
!$global.nemurimeet_1
!$global.nemurimeet_2",,,10:mimikko_nemurimeet2_1:Check out the back,,,
mimikko_nemurimeet2_2,DialogOptionSelected,$option == mimikko_nemurimeet2_1,"$global.nemurimeet_1 = true
mmAddInteractionScript mimikko_nemurimeet_script","You arrived at the simple construction site, the technicans have built some simple system to maintain the function of that old and damaged cryopod to protect that child inside.

It seems there isn't much progress, better check back in a few months. ",100:defaultLeave:Leave,,,
,,,,,,,,
,,,,,,,,
mimikko_nemurimeet2_5,PopulateOptions,"$global.nemurimeet_2
!$global.nemurimeet
$market.isPlayerOwned
$menuState == main",mmSetoptioncolor mimikko_nemurimeet2_2 252 241 164,,10:mimikko_nemurimeet2_2:Play the emergency report,,,
mimikko_nemurimeet2_6,DialogOptionSelected,$option == mimikko_nemurimeet2_2,,"The moment you left the shuttle, the staff working on the program have been waiting for you. They took you to the residence prepared for Nemuri, the project seems to be a success. ""Boss, we will leave it to you, we really don't know how to take care of children"" he waves his hand ""I am going to write my lab report."" With that, the staff quickly left, what an excuse...

You opened the door and see a box with a message from the salvage captain: ""Hey, these are fished up together with the crypod, inside are a doll and some cloths, bring it to those researchers.""

The room is nothing like a proper bedroom, Nemuri sat quielty on the bed, holding a sheep plushie and seems to be thinking about something.

You kneel infront of Nemuri, she is still holding on to the sheep plushie, looking at you without a word. What should you talk to Nemuri about?",10:mimikko_nemurimeet2_3:Ask Nemuri's past,,,
mimikko_nemurimeet2_7,DialogOptionSelected,$option == mimikko_nemurimeet2_3,,"Nemuri did not respond, she kept hugging the sheep plushie, and nothing changes in her golden eye. There is not much you can do, so you left the room to see if you can buy some toys or snacks for children to get Nemuri to talk. You also want to take the chance to see if anyone wants to take Nemuri in. Nemuri watched you leave, she seems to want to say something, but no word left her mouth. 

You came on to a busy street and selected several gift you believe Nemuri will like. After that, you visited a nearby orphanage, years of war in the Persean sector created many orphans. When you arrived at the front gate of the orphange and saw the playful children inside, you quickly give up on the idea. Nemuri is a very quiet child, completely unlike children her age, leaving her in an orphanage maybe the worst outcome. You shook your head and left the place.

Nemuri is still quietly looking out the window when you returned to her residence. When you entered, Nemuri turned to look at you, and you put the toys and snack infront of Nemuri.","10:mimikko_nemurimeet2_4:Nemuri, we will be a family from now on",,,
mimikko_nemurimeet2_8,DialogOptionSelected,$option == mimikko_nemurimeet2_4,,"Hearing this, Nemuri's eyes finally rippled a little, like having a rock dropped in a silent pond. Nemuri looked at you and said the first word since her awakening: ""Thank you, captain..."" Her voice is flat, almost spoken in a monotone. Then, Nemuri raised the sheep plushie in her hand ""Baa, greet the captain."" Then she accepted the toy and food from you. 

Tha sheep plushie is called ""Baa"" and it seems to be very important to Nemuri. You pulled all recordings since Nemuri had waken up, trying to get what information you can.

Nemuri have been numbly staring at the researchers since waking, and all the researcher's attempt to communicate with her are met with silence. Everyone scratched their head, in the end leaving the research staff you met earlier to take care of Nemuri. That researcher don't have much good idea either, and after placing the box from the salvage team next to Nemuri, he left after recieving a message. Nemuri is left alone in the recording.

Nemuri only begin moving after being left alone in the room for quite a while. She opened the box and found Baa and her cloths inside. The security camera captured the look on Nemuri's face when she picked up Baa, it was an expression of joy, completely different from the emotionless apperance now. Then, Nemuri found one of her cloths and proficiently put it on, leaving the coat provided by the researchers neatly folded to the side. Nemuri then hugged Baa and entered ""afk mode"". You watched time slip by on the screen, Nemuri just kept hugging Baa and did nothing. Even when the researchers brought food for Nemuri, she gave no response, but will eat on her own after the staff has left. 

There aren't much more noteworthy recording after this, Nemuri seems more cooperative after getting Baa, but still not that cooperative. She still refuse to talk to others, and only allowed some simple examination like a health check after awakening and a test of bodily functions. She then returned to sitting quietly on the spot, in sharp contrast with the busy researchers.",10:mimikko_nemurimeet2_5:Continue,,,
mimikko_nemurimeet2_9,DialogOptionSelected,$option == mimikko_nemurimeet2_5,"$global.nemurimeet = true
","With that, you spent a relatively quiet afternoon with Nemuri, the time is now dusk, and Nemuri fell asleep in your arm. As you tried to quietly leave, Nemuri woke up ""Captain, Nemuri...like"" Nemuri is very upfront, perhaps because she is not good at communication, this method of expression is the most easy and efficient. Nemuri than ran over to you and grabbed your hand, you can feel the warmth in those tiny hands as she tightly grabbed your fingers. ""Nemuri doesn't want to leave captain's side"" She raise her head, looking up at you, who to her must be as tall as a mountain. You decided to help Nemuri integrate into this world. ",10:mimikko_nemurimeet2_6:Bring Nemuri to the bridge,,,
mimikko_nemurimeet2_10,DialogOptionSelected,$option == mimikko_nemurimeet2_6,"mmAddOfficer nemuri
","After coming aboard the ship for a while, Nemuri seems to be trying to contribute herself after seeing people around her at work. She went to your logistic department and asked to help. The logistic crew just smiled and asked a few question for Nemuri, expecting logistical work to be far beyond the ability of a child like Nemuri. Yet Nemuri solved all the problems in the most optimal manner within 20 seconds. The laughter in the logistic department faded, they looked at each other and decided to report to the captain. Only then did you realize the quiet Nemuri had left your side. 

Nemuri has just returned as you received the message from the logistic crew, you looked at her in disbelief. Nemuri just opened her hand ""Captain, reward."" With that, you hugged Nemuri and gave her a good long paaaaaaaaaaat, though you are very curious about her smooth horns. You tried to tough the horns, they feel smooth and cold, just as you tried to give it another feel, Nemuri pushed you away with her little hands, you can tell her face is very red, she seems very very embarrassed. 
",100:defaultLeave:Good girl!,,,
,,,,,,,,
mimikko_nemurimeet_111,mimikko_nemurimeet_script_trigger,,"$global.nemurimeet_2 = true
",,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
#苏娜,,,,,,,,
mimikko_sunameet_1,PopulateOptions,"$id == gilead
$global.sunameetmission
!$global.sunameet
$menuState == main
","mmAddtext ""The environment on this planet is the same as what you've seen in the cauldron. On the hand sized disk in your pocket, a silver pointer begin to slightly vibrate, Nonona said this object can help you find her friend, you just need to follow the pointer."" 197 50 255
SetStoryOption mimikko_sunameet_1 1 avoidCargoScan ui_char_spent_story_point ""Follow the pointer""
mmSetoptioncolor mimikko_sunameet_1 197 50 255",,10:mimikko_sunameet_1:Follow the pointer,,,
mimikko_sunameet_2,DialogOptionSelected,$option == mimikko_sunameet_1,,"You sat in the shuttle and deviated from the planned course while the church weren't paying attention, entering a nature untouched by human development.

Surrounded by the low hums of the shuttle, you turned on the autopilot. Afterall, there is only a green field below you, there is no worry of anyone coming to stop you. You play with the strange mechanism in your hand, no matter how you try to move the pointer, it will immediately return to its original direction. It's almost like  its enchanted...hmm, maybe it actually is enchanted. ",10:mimikko_sunameet_2:Continue,,,
mimikko_sunameet_3,DialogOptionSelected,$option == mimikko_sunameet_2,,"This journey is not boring, you quickly found white smoke rising before you, after zooming in on your monitor, you found a cabin straight out out of a fairytale. The cabin is covered by vines, but the vines also avoided all windows and doors, those vines that grew along the cabin are even filled with colorful flowers. You parked the shuttle nearby and approached on foot.

You arrive at the hedge outside the cabin, though the hedge is not high and you can easily flip over with one hand, you decided to show respect and ring the little bell beside the gate. ",10:mimikko_sunameet_3:Suna!,,,
mimikko_sunameet_4,DialogOptionSelected,$option == mimikko_sunameet_3,,"You realize you are too loud, there are many little animals in the courtyard, all of them stopped what they are doing and turned to look at you. A little pink head also peeked out of the window in the cabin, before quickly returning inside. Then, the girl with long pink hair came out of the door.

Her hat and clothing is similar to Nonona's, but not completely the same. There are clear skull markings on her cloths, and a few bells adorn the edge of her dress, she held on to a decorated wodden staff in her hand, flowers grew on the staff, and the staff is topped by a crisply cut, glowing pink crystal. Suna is also surrounded by several butterfly that flew out and hovered around the girl. 

""Eh.......are you asking for me, captain?"" Her voice is some what shy, and very gentle. The girl held tightly to her staff, and a strange creature behind her seems to look at you with hostility. ",10:mimikko_sunameet_4:Nonona asked me to get you,,,
mimikko_sunameet_5,DialogOptionSelected,$option == mimikko_sunameet_4,,"""Nonona..."" her voice is quiet, you didn't her what she said after, and the little animal give you a roar, ""Fuwa, be like this, he means no harm"" The girl seems to be talking to the animal beside her, but that animal did not stop ""Captain...I'm really sorry, Fuwa...doesn't really trust the captain."" Suna give you a strained smile, it must be difficult for someone living so far from a city to trust a stranger. You handed the round disk in your pocket to Suna, who accepted it with both her hands, you amaze at the fact that her staff have suddenly disappered!

""It is Nonona's"" she smiled, no longer showing the sense of distance when dealing with strangers ""Captain...want to come in for a bit?"" She invited, you can tell from the front door that the interior is richly decorated, and many animal begin to circle your feet, except that pink raccoon like animal, who is still glaring at you.",10:mimikko_sunameet_5:Continue,,,
mimikko_sunameet_6,DialogOptionSelected,$option == mimikko_sunameet_5,,"After you entered the cabin, you realize it is much larger than you imagined, the interior decoration is fairytale like, dazzling your eyes. Suna brought you a cup of tea, and you two had a short chat. You learned something about suna, eh, not really.

She is a sorceress skilled in nature magic and necromancy. While it sounds terrifying, Suna explained she is not an evil existence like you might have imagined. Suna doesn't like conflict between people and rather live with various small animals, and she can understand the thought of those animals.

You still have no idea about all that magical stuff, ever since Nonona and Yurika came to your side, some of your researcher even begin shouting things like ""Physics no longer exist"". Maybe magic depends on talent afterall, well, you sure have no chance to really get in touch with magic. 
",10:mimikko_sunameet_6:Continue,,,
mimikko_sunameet_7,DialogOptionSelected,$option == mimikko_sunameet_6,"mmAddOfficer suna
$global.sunameet = true","Suna only brought some basic necessity with her, and Fuwa who was still roaring at you. Suna followed you into orbit onto your ship, this is the first time she has scene like this, and she is curious about everything. You look at Suna, and ask her wouldn't she need to bring the staff with her? ""Suna...always has it, thank you for your care, captain"" She raised her hands before her chest, making a gesture as if holding something, then, a golden flash appeared and Suna's staff is before you. 
",100:defaultLeave:Magic really is amazing,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
#羲和,,,,,,,,
mimikko_xihemeet_1,PopulateOptions,"$id == nomios
$global.rurymeet
!$global.xihemeet
mmOfficertest 6 0 0
$menuState == main
","mmAddtext ""A beautiful music came into your ear, a tune you've never heard, you cannot help but found out who can sing with such a beautiful voice."" 250 119 104
SetStoryOption mimikko_xihemeet_1 1 avoidCargoScan ui_char_spent_story_point ""Follow the sound (High Difficulty)""
mmSetoptioncolor mimikko_xihemeet_1 250 119 104",,10:mimikko_xihemeet_1:Follow the sound (High Difficulty),,,
mimikko_xihemeet_2,DialogOptionSelected,$option == mimikko_xihemeet_1,,"The sound is becoming clearer, and the crowd around you getting bigger, the peddler's shouting around you growing louder. Finally, you arrive what seems to be the site of a concert, the girl on stage is one who is singing the beautiful song.

It is very unusal to see a beautiful girl with such moving voice in a fringe sector like this. Though you didn't put much thought to it and focused on the girl onstage. Her uniform is glowing orange gold, and her golden hair waved in the air along with her dance. With a flash of smoke and flame, her golden hair turned into red, glowing even brighter than the stage lights. The girl gave her best performance amidst the cheering crowd.",10:mimikko_xihemeet_2:Stay and listen,,,
mimikko_xihemeet_3,DialogOptionSelected,$option == mimikko_xihemeet_2,,"Suddenly, an explosion changed the beautiful music to screams. Several burly guys stormed from below the stage and grabbed the girl onstage, trying to tie her up and take her away, and the girl struggled to no avail. 

Your guards moved you to a safe location where you can observe what is happening on stage, and you noticed one of them have an obvious marking that could have one meaning, pirates. 

As the symbol of Persean Justice, you cannot let this happen, you decided to be the hero that saves the damsel in distress. You contacted your first officer to explain the situation, and they are excited about it as well, it's been a while since they've seen some big action. Now that the Hero has backup, it is time to save the damsel.
",10:mimikko_xihemeet_3:Continue,,,
